account_id,industry,plan_tier,mrr,tenure_months,seats_purchased,active_seats_last_30d,logins_last_30d,features_adopted,avg_session_min,support_tickets_last_90d,unresolved_tickets,avg_resolution_days,nps_last_survey,churned
ACC102792,Insurance,Growth,2318.0,34,33,22,21,7,30.5,4,1,1.6,4.0,0
ACC102793,Corporate Treasury,Enterprise,8981.0,15,154,103,36,8,36.5,2,1,3.7,8.0,0
ACC102794,Insurance,Enterprise,8881.0,34,129,100,18,5,22.2,1,1,7.2,1.0,1
ACC102795,Banking,Growth,2127.0,18,27,27,46,11,32.1,4,2,2.3,8.0,0
ACC102796,Banking,Growth,2199.0,57,50,48,31,8,24.1,4,1,8.0,6.0,0
ACC102797,Insurance,Starter,628.0,19,4,3,49,10,41.9,3,0,2.5,8.0,0
ACC102798,Insurance,Growth,3250.0,52,33,14,11,4,15.0,6,0,8.3,3.0,0
ACC102799,Brokerage,Growth,1966.0,11,37,35,34,8,34.2,6,0,4.8,4.0,0
ACC102800,Brokerage,Enterprise,15188.0,6,205,74,12,5,15.0,4,0,8.9,7.0,1
ACC102801,Banking,Growth,2810.0,12,26,16,12,3,23.1,3,1,12.5,5.0,0
ACC102802,Asset Mgmt,Starter,500.0,25,14,4,11,3,9.9,1,1,9.6,0.0,1
ACC102803,Asset Mgmt,Growth,3182.0,54,44,26,11,4,24.5,0,0,12.0,4.0,0
ACC102804,Banking,Starter,564.0,11,12,10,15,8,22.4,3,0,5.9,6.0,0
ACC102805,Banking,Starter,528.0,47,4,2,13,4,22.4,3,1,5.9,3.0,0
ACC102806,Banking,Starter,413.0,42,6,4,10,4,15.3,5,3,10.5,4.0,0
ACC102807,Insurance,Growth,2117.0,21,35,16,26,8,31.5,2,2,5.3,5.0,0
ACC102808,Banking,Starter,623.0,20,14,10,18,10,44.9,5,3,6.2,8.0,0
ACC102809,Banking,Starter,415.0,56,10,3,5,1,14.3,4,1,12.4,3.0,0
ACC102810,Banking,Starter,360.0,43,14,14,24,8,27.8,3,2,7.1,9.0,0
ACC102811,Corporate Treasury,Enterprise,10317.0,15,124,83,13,8,27.5,3,0,4.1,6.0,0
ACC102812,Corporate Treasury,Growth,2471.0,54,54,19,19,5,14.0,3,2,5.9,2.0,0
ACC102813,Brokerage,Starter,465.0,25,11,5,14,5,12.8,5,1,7.7,4.0,1
ACC102814,Banking,Starter,631.0,5,9,6,15,4,14.6,3,1,5.9,3.0,1
ACC102815,Asset Mgmt,Growth,2378.0,48,32,32,49,11,36.2,2,1,1.0,10.0,0
ACC102816,Insurance,Starter,617.0,52,6,4,17,4,9.6,3,3,7.5,1.0,1
ACC102817,Corporate Treasury,Growth,2642.0,27,32,10,8,2,12.3,4,3,7.5,0.0,1
ACC102818,Banking,Growth,2536.0,42,47,23,8,3,13.4,5,1,9.6,1.0,1
ACC102819,Asset Mgmt,Enterprise,9553.0,14,169,126,35,10,39.0,3,0,3.5,9.0,0
ACC102820,Insurance,Starter,431.0,51,3,2,24,8,27.6,7,0,4.3,5.0,0
ACC102821,Banking,Growth,3051.0,22,43,35,18,7,24.9,5,0,3.8,5.0,0
ACC102822,Asset Mgmt,Starter,584.0,16,5,2,14,6,24.0,8,1,5.2,6.0,0
ACC102823,Corporate Treasury,Enterprise,11621.0,30,239,102,12,3,17.5,2,2,10.3,0.0,1
ACC102824,Insurance,Enterprise,14945.0,16,279,151,12,7,23.4,2,1,6.1,5.0,0
ACC102825,Insurance,Growth,2979.0,37,53,32,18,6,17.7,4,0,6.9,6.0,0
ACC102826,Insurance,Growth,1918.0,45,28,16,18,8,30.2,3,0,3.5,8.0,0
ACC102827,Brokerage,Starter,532.0,24,9,6,16,8,30.5,3,1,5.9,6.0,0
ACC102828,Insurance,Enterprise,14152.0,47,174,66,7,3,7.8,0,0,10.9,5.0,0
ACC102829,Insurance,Growth,2963.0,26,59,39,31,10,35.2,3,0,1.3,7.0,0
ACC102830,Brokerage,Starter,377.0,58,5,3,25,7,24.3,4,1,5.1,7.0,0
ACC102831,Banking,Growth,2087.0,16,41,31,36,8,30.7,2,0,2.2,8.0,0
ACC102832,Banking,Growth,2370.0,42,47,26,10,2,15.2,3,3,11.6,0.0,1
ACC102833,Insurance,Enterprise,10212.0,32,169,84,21,5,18.7,2,1,12.3,6.0,0
ACC102834,Asset Mgmt,Growth,1913.0,56,24,18,26,7,32.1,4,1,7.7,4.0,0
ACC102835,Asset Mgmt,Growth,2693.0,13,38,30,13,5,21.4,3,1,7.2,4.0,0
ACC102836,Banking,Growth,2511.0,12,37,16,13,3,13.1,1,1,10.0,4.0,0
ACC102837,Brokerage,Starter,396.0,52,12,12,39,12,43.2,3,0,3.2,9.0,0
ACC102838,Corporate Treasury,Starter,526.0,54,7,5,20,5,19.8,4,0,5.5,4.0,0
ACC102839,Corporate Treasury,Starter,369.0,45,14,9,7,4,11.5,4,1,8.8,5.0,0
ACC102840,Banking,Growth,2325.0,29,40,20,29,9,26.3,3,2,4.3,8.0,0
ACC102841,Asset Mgmt,Growth,2939.0,25,47,25,23,8,38.1,2,1,4.7,5.0,0
ACC102842,Corporate Treasury,Growth,3085.0,40,31,12,9,3,17.0,2,0,8.4,5.0,0
ACC102843,Insurance,Starter,424.0,45,4,3,31,8,28.5,4,0,5.6,7.0,0
ACC102844,Corporate Treasury,Starter,608.0,17,9,5,14,3,20.9,3,1,7.3,0.0,1
ACC102845,Corporate Treasury,Growth,3088.0,1,31,18,47,10,53.5,3,0,1.9,8.0,0
ACC102846,Insurance,Starter,532.0,5,14,7,21,5,13.6,5,0,8.5,5.0,1
ACC102847,Corporate Treasury,Starter,645.0,21,4,2,26,6,24.4,1,1,7.0,4.0,0
ACC102848,Asset Mgmt,Growth,2119.0,41,48,21,8,2,14.0,1,0,10.6,0.0,0
ACC102849,Banking,Starter,371.0,26,3,2,33,8,24.1,3,0,7.1,5.0,0
ACC102850,Brokerage,Starter,603.0,37,7,3,16,4,9.7,3,1,8.7,2.0,1
ACC102851,Banking,Growth,2486.0,28,35,23,15,6,30.0,6,1,6.5,6.0,0
ACC102852,Asset Mgmt,Enterprise,10894.0,15,251,114,37,8,30.0,3,1,7.0,8.0,0
ACC102853,Banking,Starter,367.0,45,13,13,37,11,38.4,3,1,6.3,7.0,0
ACC102854,Asset Mgmt,Growth,1847.0,43,37,26,22,9,25.9,4,0,3.8,6.0,0
ACC102855,Asset Mgmt,Enterprise,9053.0,57,81,46,16,5,23.4,4,0,8.7,1.0,0
ACC102856,Banking,Growth,2025.0,49,19,19,44,10,31.5,0,0,3.1,8.0,0
ACC102857,Insurance,Growth,3206.0,23,45,13,8,2,6.5,0,0,8.4,4.0,0
ACC102858,Brokerage,Growth,2172.0,42,25,6,1,1,2.0,1,1,11.5,2.0,1
ACC102859,Banking,Growth,2976.0,21,39,19,5,2,8.3,6,1,12.0,1.0,0
ACC102860,Brokerage,Growth,1779.0,52,39,32,33,8,25.4,2,0,3.9,6.0,0
ACC102861,Insurance,Growth,2233.0,37,52,24,22,6,19.0,2,0,9.6,4.0,0
ACC102862,Insurance,Starter,622.0,50,5,5,27,12,48.8,3,0,1.4,9.0,0
ACC102863,Insurance,Starter,406.0,17,3,1,17,4,19.9,5,0,7.6,4.0,1
ACC102864,Asset Mgmt,Growth,2176.0,1,12,10,34,9,33.7,2,1,6.3,7.0,0
ACC102865,Banking,Starter,598.0,9,11,10,23,9,37.7,0,0,4.9,8.0,0
ACC102866,Insurance,Growth,1932.0,32,54,21,17,6,21.3,1,0,5.1,4.0,0
ACC102867,Brokerage,Growth,1830.0,57,33,15,8,3,15.2,2,0,7.3,3.0,0
ACC102868,Insurance,Enterprise,15355.0,37,155,69,17,4,21.4,5,2,11.9,4.0,0
ACC102869,Insurance,Starter,471.0,48,9,6,35,7,24.1,2,0,6.3,10.0,0
ACC102870,Corporate Treasury,Growth,2737.0,28,31,23,52,10,42.8,2,1,7.0,9.0,0
ACC102871,Asset Mgmt,Growth,1941.0,57,30,30,41,10,40.6,4,0,2.4,8.0,0
ACC102872,Banking,Starter,416.0,56,8,4,13,4,20.5,1,0,9.1,6.0,0
ACC102873,Insurance,Starter,488.0,13,7,4,7,4,25.6,7,2,6.5,5.0,0
ACC102874,Brokerage,Starter,553.0,51,8,6,41,11,42.8,2,0,0.7,8.0,0
ACC102875,Asset Mgmt,Starter,438.0,2,5,2,7,2,7.8,6,0,9.3,4.0,0
ACC102876,Brokerage,Starter,615.0,35,6,4,20,5,22.9,1,0,11.0,5.0,1
ACC102877,Brokerage,Growth,2922.0,26,44,18,22,4,19.7,5,0,8.8,2.0,0
ACC102878,Asset Mgmt,Growth,2577.0,18,55,32,5,2,7.3,3,0,12.2,1.0,1
ACC102879,Insurance,Starter,488.0,56,13,10,21,7,18.9,1,1,10.1,5.0,0
ACC102880,Corporate Treasury,Starter,536.0,40,6,4,14,4,18.1,5,4,10.5,6.0,0
ACC102881,Insurance,Starter,569.0,9,6,3,20,7,33.6,1,0,7.9,6.0,0
ACC102882,Corporate Treasury,Growth,1952.0,9,32,18,14,6,30.3,0,0,7.1,5.0,0
ACC102883,Brokerage,Starter,606.0,7,6,3,14,4,18.8,4,1,11.8,3.0,0
ACC102884,Corporate Treasury,Growth,2484.0,18,38,36,14,8,39.2,3,0,6.1,10.0,0
ACC102885,Brokerage,Starter,631.0,5,6,3,17,6,25.6,1,0,9.3,5.0,0
ACC102886,Brokerage,Starter,637.0,16,11,5,11,2,11.5,2,0,9.5,1.0,0
ACC102887,Brokerage,Enterprise,8621.0,46,256,229,33,10,40.0,4,2,4.9,10.0,0
ACC102888,Brokerage,Starter,465.0,52,7,7,18,9,31.4,2,1,5.3,8.0,0
ACC102889,Asset Mgmt,Starter,508.0,47,6,6,36,8,25.7,2,0,4.6,9.0,0
ACC102890,Banking,Starter,512.0,30,8,6,14,6,20.9,1,0,4.0,5.0,0
ACC102891,Banking,Enterprise,14321.0,42,210,127,23,9,32.7,1,0,5.1,8.0,0
ACC102892,Asset Mgmt,Growth,1962.0,56,49,49,48,10,42.5,1,0,4.6,10.0,0
ACC102893,Corporate Treasury,Growth,2684.0,4,50,25,16,4,10.2,1,1,6.9,2.0,0
ACC102894,Insurance,Enterprise,15187.0,54,68,52,21,8,25.4,4,2,6.0,8.0,0
ACC102895,Insurance,Starter,649.0,43,6,3,23,6,29.5,1,1,7.5,3.0,1
ACC102896,Banking,Enterprise,8473.0,23,57,46,23,7,26.2,1,1,8.5,7.0,0
ACC102897,Corporate Treasury,Starter,642.0,27,11,6,29,6,24.5,2,2,7.5,4.0,0
ACC102898,Asset Mgmt,Growth,1933.0,26,52,22,3,1,6.0,2,1,12.7,2.0,1
ACC102899,Corporate Treasury,Growth,2555.0,10,32,23,37,10,46.6,2,0,3.7,6.0,0
ACC102900,Banking,Starter,424.0,14,7,4,12,5,26.1,3,1,6.8,6.0,1
ACC102901,Asset Mgmt,Enterprise,12766.0,18,241,124,23,9,36.6,4,0,4.2,7.0,0
ACC102902,Banking,Starter,361.0,1,10,4,9,5,23.9,5,0,6.6,5.0,0
ACC102903,Asset Mgmt,Enterprise,10116.0,30,232,139,10,3,16.4,5,1,9.2,2.0,0
ACC102904,Brokerage,Starter,440.0,29,12,6,7,2,20.9,5,2,11.4,1.0,1
ACC102905,Insurance,Growth,3123.0,20,55,20,11,4,16.2,5,0,9.8,2.0,1
ACC102906,Insurance,Enterprise,12602.0,11,287,241,23,10,37.8,4,0,4.9,7.0,0
ACC102907,Asset Mgmt,Starter,562.0,58,4,4,27,8,33.2,2,0,5.6,8.0,0
ACC102908,Asset Mgmt,Enterprise,13267.0,41,259,176,13,7,31.5,1,1,9.2,4.0,0
ACC102909,Corporate Treasury,Growth,2338.0,29,58,32,24,5,31.5,7,1,10.1,4.0,1
ACC102910,Brokerage,Growth,1771.0,43,28,15,11,3,10.6,1,1,10.2,1.0,0
ACC102911,Corporate Treasury,Starter,382.0,22,3,1,12,3,18.7,1,1,12.3,2.0,0
ACC102912,Corporate Treasury,Growth,2438.0,13,50,34,29,6,26.5,1,1,9.7,2.0,0
ACC102913,Insurance,Growth,3162.0,40,21,13,25,7,20.1,7,0,6.8,7.0,0
ACC102914,Banking,Growth,2123.0,46,21,14,20,6,29.9,9,0,5.8,6.0,1
ACC102915,Corporate Treasury,Starter,559.0,39,3,1,12,3,23.9,7,0,8.5,3.0,1
ACC102916,Brokerage,Starter,598.0,34,3,1,14,7,33.4,6,1,6.1,6.0,0
ACC102917,Insurance,Enterprise,14929.0,1,271,231,15,6,23.0,6,3,6.1,7.0,0
ACC102918,Banking,Starter,438.0,38,11,5,6,2,3.5,3,1,8.7,0.0,1
ACC102919,Corporate Treasury,Growth,3147.0,37,17,13,12,6,27.8,3,3,5.0,7.0,0
ACC102920,Brokerage,Enterprise,12777.0,25,137,93,23,5,16.8,5,2,6.8,3.0,0
ACC102921,Asset Mgmt,Starter,503.0,15,8,4,18,8,27.0,5,1,4.1,7.0,0
ACC102922,Banking,Starter,584.0,58,11,4,2,1,8.6,2,0,7.6,0.0,1
ACC102923,Corporate Treasury,Growth,2108.0,23,20,8,9,3,18.2,1,1,11.3,4.0,0
ACC102924,Asset Mgmt,Starter,594.0,17,13,9,23,11,38.7,2,0,5.2,8.0,0
ACC102925,Corporate Treasury,Growth,2725.0,42,53,17,5,2,10.5,7,4,11.6,2.0,1
ACC102926,Corporate Treasury,Growth,2949.0,29,28,9,8,2,12.5,2,0,5.8,1.0,0
ACC102927,Asset Mgmt,Growth,3034.0,33,34,18,18,9,30.2,2,0,4.2,7.0,0
ACC102928,Banking,Starter,535.0,39,11,4,12,5,20.0,2,0,8.7,3.0,0
ACC102929,Insurance,Growth,1805.0,22,52,38,12,7,19.1,2,0,8.9,4.0,0
ACC102930,Insurance,Growth,2197.0,9,38,35,26,8,34.9,3,2,9.8,4.0,0
ACC102931,Brokerage,Starter,613.0,10,11,7,32,7,42.8,2,0,6.1,6.0,0
ACC102932,Asset Mgmt,Growth,2690.0,56,47,22,34,8,31.4,4,0,5.8,5.0,0
ACC102933,Asset Mgmt,Enterprise,14808.0,30,223,89,12,4,25.3,8,1,9.4,7.0,0
ACC102934,Brokerage,Growth,2327.0,25,34,29,32,8,30.4,1,0,4.2,5.0,1
ACC102935,Corporate Treasury,Growth,2507.0,19,44,28,42,8,26.3,2,0,3.5,6.0,0
ACC102936,Corporate Treasury,Starter,609.0,43,5,3,13,4,30.0,1,1,10.3,5.0,1
ACC102937,Brokerage,Starter,579.0,54,12,7,42,9,30.4,5,0,5.9,6.0,0
ACC102938,Corporate Treasury,Starter,463.0,46,6,5,37,9,38.9,1,0,4.3,7.0,0
ACC102939,Brokerage,Starter,357.0,32,12,9,16,7,30.4,1,0,2.8,7.0,0
ACC102940,Corporate Treasury,Enterprise,14738.0,29,251,119,19,6,31.5,3,1,2.6,6.0,0
ACC102941,Insurance,Starter,586.0,52,7,6,35,7,29.2,6,1,5.7,6.0,0
ACC102942,Banking,Enterprise,11634.0,51,283,214,20,9,28.7,5,0,4.5,7.0,0
ACC102943,Corporate Treasury,Starter,514.0,24,7,3,11,6,21.2,2,0,6.6,6.0,0
ACC102944,Corporate Treasury,Starter,411.0,57,12,9,19,7,41.8,2,1,7.6,8.0,0
ACC102945,Brokerage,Growth,2368.0,49,11,6,8,5,23.2,2,2,8.3,4.0,0
ACC102946,Corporate Treasury,Starter,399.0,50,3,2,6,3,25.7,2,2,5.6,3.0,1
ACC102947,Insurance,Growth,2066.0,4,31,13,13,4,17.2,3,0,12.5,3.0,0
ACC102948,Insurance,Enterprise,14494.0,8,250,121,6,1,13.2,4,0,5.8,3.0,1
ACC102949,Banking,Enterprise,11010.0,18,178,139,17,7,22.2,3,0,5.0,7.0,0
ACC102950,Banking,Starter,594.0,45,7,3,12,3,14.0,3,0,7.8,2.0,0
ACC102951,Banking,Growth,2461.0,5,50,22,28,6,34.8,4,1,8.3,4.0,0
ACC102952,Brokerage,Starter,371.0,5,12,4,10,3,11.0,4,2,7.0,5.0,1
ACC102953,Corporate Treasury,Enterprise,11003.0,2,256,234,40,8,28.7,2,0,6.5,6.0,0
ACC102954,Asset Mgmt,Growth,1987.0,12,32,24,30,8,36.8,5,1,4.5,6.0,0
ACC102955,Insurance,Starter,558.0,55,13,8,5,3,14.0,2,0,11.3,0.0,0
ACC102956,Insurance,Starter,623.0,43,11,8,18,9,43.8,2,1,0.5,9.0,0
ACC102957,Asset Mgmt,Starter,579.0,43,12,6,13,4,17.0,4,2,8.3,2.0,0
ACC102958,Insurance,Starter,584.0,18,12,8,17,4,17.4,4,1,10.4,3.0,0
ACC102959,Asset Mgmt,Enterprise,14605.0,37,141,71,5,3,15.3,4,2,7.6,2.0,0
ACC102960,Corporate Treasury,Growth,2915.0,46,57,30,20,6,18.6,4,0,7.9,8.0,0
ACC102961,Corporate Treasury,Enterprise,12494.0,32,252,206,31,7,21.8,5,1,6.7,8.0,0
ACC102962,Banking,Starter,564.0,51,8,4,29,6,17.5,4,1,7.6,5.0,0
ACC102963,Insurance,Growth,2374.0,34,23,17,39,8,16.1,5,1,4.4,6.0,0
ACC102964,Brokerage,Starter,371.0,20,7,4,18,9,33.6,5,0,6.2,7.0,0
ACC102965,Brokerage,Growth,2808.0,38,50,50,17,9,28.4,1,1,5.2,7.0,0
ACC102966,Corporate Treasury,Starter,566.0,56,14,13,19,8,29.6,0,0,5.8,9.0,0
ACC102967,Corporate Treasury,Starter,417.0,49,11,11,24,9,41.2,5,0,3.1,10.0,0
ACC102968,Banking,Growth,3181.0,30,23,13,30,7,22.5,6,0,4.5,6.0,0
ACC102969,Brokerage,Starter,366.0,36,6,4,18,5,24.0,1,1,9.1,5.0,0
ACC102970,Corporate Treasury,Growth,2854.0,58,48,25,33,7,19.8,5,2,4.9,9.0,0
ACC102971,Brokerage,Growth,3203.0,45,28,13,13,4,16.2,4,0,11.2,4.0,0
ACC102972,Brokerage,Starter,443.0,30,3,3,27,9,42.8,3,1,8.8,6.0,0
ACC102973,Asset Mgmt,Enterprise,14970.0,17,204,105,26,10,36.0,2,0,2.3,8.0,0
ACC102974,Banking,Growth,2990.0,54,16,6,20,6,32.7,5,0,5.0,5.0,0
ACC102975,Corporate Treasury,Enterprise,13758.0,58,295,237,35,8,44.2,2,0,6.0,6.0,0
ACC102976,Insurance,Growth,3181.0,5,50,27,11,3,12.2,2,2,10.3,2.0,1
ACC102977,Banking,Growth,2731.0,2,51,22,15,3,13.2,4,1,9.1,1.0,0
ACC102978,Asset Mgmt,Growth,2492.0,7,42,24,18,4,7.5,5,1,9.8,0.0,0
ACC102979,Brokerage,Enterprise,13265.0,23,143,87,5,3,17.1,1,0,10.7,3.0,0
ACC102980,Asset Mgmt,Growth,2368.0,10,15,8,25,10,41.3,1,0,1.8,8.0,0
ACC102981,Asset Mgmt,Starter,447.0,53,4,4,34,9,37.9,4,0,3.0,10.0,0
ACC102982,Corporate Treasury,Starter,375.0,54,11,5,10,3,22.1,1,1,5.7,2.0,0
ACC102983,Corporate Treasury,Growth,2317.0,11,10,7,18,9,28.4,2,1,1.5,8.0,0
ACC102984,Asset Mgmt,Starter,591.0,49,12,5,13,7,37.5,4,2,4.3,5.0,1
ACC102985,Brokerage,Starter,634.0,9,3,2,26,5,21.3,2,1,6.9,2.0,0
ACC102986,Insurance,Starter,643.0,47,14,12,36,8,33.5,4,2,6.9,7.0,0
ACC102987,Banking,Growth,2060.0,22,28,16,15,5,22.4,3,1,8.8,5.0,0
ACC102988,Asset Mgmt,Starter,521.0,3,7,3,20,5,18.6,4,1,8.6,4.0,0
ACC102989,Brokerage,Growth,2614.0,26,29,18,21,10,32.2,1,0,3.3,8.0,0
ACC102990,Banking,Growth,2014.0,49,46,22,3,2,11.4,1,1,15.1,3.0,1
ACC102991,Banking,Enterprise,12588.0,56,113,83,27,10,32.2,0,0,1.6,8.0,0
ACC102992,Corporate Treasury,Starter,459.0,8,14,5,12,5,19.0,2,2,7.7,6.0,0
ACC102993,Insurance,Growth,3164.0,50,23,21,35,7,26.6,2,0,6.8,6.0,0
ACC102994,Asset Mgmt,Growth,2133.0,18,48,28,14,8,30.8,2,0,2.9,8.0,0
ACC102995,Insurance,Growth,3002.0,28,32,25,23,6,17.5,5,1,6.0,8.0,0
ACC102996,Banking,Growth,3095.0,7,12,3,16,3,1.0,5,2,6.2,2.0,1
ACC102997,Asset Mgmt,Starter,571.0,58,9,5,12,7,32.8,4,0,5.4,8.0,0
ACC102998,Asset Mgmt,Enterprise,9946.0,47,168,90,22,6,31.6,4,1,9.7,7.0,0
ACC102999,Insurance,Starter,428.0,38,7,6,22,8,17.5,4,0,6.0,8.0,0
ACC103000,Corporate Treasury,Enterprise,15392.0,43,140,107,16,7,29.5,3,0,10.2,5.0,0
ACC103001,Brokerage,Growth,1864.0,52,38,13,6,2,14.0,7,0,12.9,0.0,0
ACC103002,Banking,Starter,385.0,9,11,8,26,6,18.5,6,0,4.0,9.0,0
ACC103003,Asset Mgmt,Growth,3218.0,15,45,41,28,9,38.4,5,1,2.5,5.0,0
ACC103004,Asset Mgmt,Starter,583.0,3,14,10,14,8,37.1,5,0,8.3,10.0,0
ACC103005,Insurance,Growth,2870.0,29,43,17,5,2,15.8,7,3,10.4,0.0,1
ACC103006,Insurance,Growth,1990.0,30,58,34,25,6,32.4,3,0,4.4,3.0,0
ACC103007,Brokerage,Starter,497.0,2,10,3,10,3,18.5,2,2,11.8,2.0,1
ACC103008,Brokerage,Starter,602.0,40,12,11,41,8,29.0,6,3,8.0,7.0,0
ACC103009,Corporate Treasury,Growth,2243.0,1,11,7,18,4,19.4,6,1,11.4,7.0,0
ACC103010,Banking,Starter,408.0,47,5,4,17,8,32.0,4,0,6.7,5.0,0
ACC103011,Banking,Enterprise,8479.0,42,248,161,8,4,27.2,2,1,10.7,5.0,0
ACC103012,Brokerage,Growth,2684.0,49,30,14,5,2,9.4,3,3,11.6,2.0,1
ACC103013,Brokerage,Growth,2191.0,7,53,33,13,4,15.7,4,1,6.6,2.0,0
ACC103014,Asset Mgmt,Starter,609.0,52,8,6,20,6,16.0,6,2,9.4,6.0,0
ACC103015,Banking,Growth,2175.0,33,58,37,23,6,28.8,1,1,6.7,5.0,0
ACC103016,Corporate Treasury,Enterprise,9491.0,51,251,251,27,11,42.5,4,0,6.6,10.0,0
ACC103017,Insurance,Starter,638.0,42,13,11,41,8,28.2,2,1,4.4,7.0,0
ACC103018,Brokerage,Starter,639.0,39,10,6,32,10,40.7,1,0,3.6,10.0,0
ACC103019,Insurance,Starter,556.0,2,6,2,7,2,9.4,4,1,8.3,2.0,0
ACC103020,Corporate Treasury,Starter,629.0,41,12,8,16,5,15.5,3,0,9.2,2.0,0
ACC103021,Corporate Treasury,Growth,1993.0,27,54,18,15,4,24.1,2,0,12.7,0.0,1
ACC103022,Banking,Growth,2441.0,51,25,20,47,10,26.4,3,1,5.7,10.0,0
ACC103023,Banking,Growth,2056.0,41,32,8,4,2,11.9,2,2,10.6,1.0,1
ACC103024,Corporate Treasury,Starter,494.0,5,14,5,12,4,17.1,4,2,7.9,3.0,1
ACC103025,Banking,Starter,587.0,53,10,4,7,2,2.3,4,2,9.3,2.0,1
ACC103026,Asset Mgmt,Starter,603.0,4,5,3,27,6,26.5,6,0,9.5,5.0,0
ACC103027,Corporate Treasury,Enterprise,8430.0,18,241,140,14,4,13.4,4,2,7.8,3.0,1
ACC103028,Asset Mgmt,Growth,2334.0,13,45,37,22,9,43.4,0,0,0.5,5.0,0
ACC103029,Banking,Starter,648.0,58,6,4,35,9,40.2,1,0,10.5,9.0,0
ACC103030,Banking,Growth,2634.0,10,38,13,19,5,22.9,1,1,8.4,4.0,1
ACC103031,Insurance,Starter,439.0,50,7,4,14,8,18.6,5,2,4.7,8.0,1
ACC103032,Corporate Treasury,Starter,467.0,14,8,5,24,6,23.8,3,0,5.3,5.0,0
ACC103033,Corporate Treasury,Starter,447.0,39,14,13,34,10,34.3,5,0,5.0,8.0,0
ACC103034,Brokerage,Enterprise,11623.0,6,112,100,28,11,46.3,1,1,0.9,7.0,0
ACC103035,Corporate Treasury,Growth,2417.0,24,24,8,11,5,21.0,5,2,7.0,5.0,0
ACC103036,Corporate Treasury,Growth,2510.0,37,34,12,5,1,10.2,5,0,12.0,1.0,1
ACC103037,Asset Mgmt,Starter,489.0,42,5,3,5,3,18.6,1,1,8.1,0.0,0
ACC103038,Asset Mgmt,Starter,505.0,52,9,5,8,3,23.1,1,0,7.2,2.0,1
ACC103039,Asset Mgmt,Growth,1792.0,49,51,36,24,6,32.2,3,1,6.0,6.0,1
ACC103040,Banking,Starter,366.0,31,4,2,15,6,28.4,2,1,6.3,7.0,1
ACC103041,Brokerage,Enterprise,11072.0,18,262,98,13,6,23.9,0,0,6.4,3.0,0
ACC103042,Asset Mgmt,Growth,3077.0,16,14,8,28,6,26.2,2,1,6.7,7.0,0
ACC103043,Insurance,Growth,2936.0,59,22,9,11,3,15.1,2,0,10.0,4.0,0
ACC103044,Asset Mgmt,Growth,1915.0,36,20,15,18,7,32.2,3,2,4.8,5.0,0
ACC103045,Banking,Enterprise,11963.0,54,253,107,15,7,24.9,0,0,6.9,7.0,0
ACC103046,Brokerage,Growth,2657.0,26,54,26,2,1,13.1,3,3,9.9,1.0,1
ACC103047,Asset Mgmt,Growth,2472.0,29,28,21,27,6,26.6,3,0,6.4,5.0,0
ACC103048,Banking,Enterprise,13422.0,49,219,151,11,4,20.3,3,3,7.4,5.0,1
ACC103049,Asset Mgmt,Starter,649.0,43,13,13,25,11,34.7,1,0,0.5,10.0,0
ACC103050,Banking,Enterprise,9095.0,12,114,71,33,7,27.3,5,0,6.7,4.0,0
ACC103051,Brokerage,Starter,505.0,31,12,11,44,11,43.6,3,0,5.0,10.0,0
ACC103052,Banking,Growth,2519.0,13,23,23,41,9,35.6,2,2,4.6,8.0,0
ACC103053,Asset Mgmt,Growth,2594.0,45,36,21,36,9,24.5,7,0,1.7,9.0,0
ACC103054,Asset Mgmt,Growth,2000.0,2,55,14,10,2,6.2,3,2,7.5,1.0,0
ACC103055,Banking,Growth,2708.0,49,46,25,19,7,29.2,4,3,8.1,8.0,1
ACC103056,Banking,Growth,1817.0,55,35,16,8,4,24.8,3,2,9.8,0.0,1
ACC103057,Insurance,Starter,572.0,2,12,7,7,4,17.9,2,2,8.8,4.0,0
ACC103058,Asset Mgmt,Starter,549.0,38,9,4,11,6,23.5,5,4,8.5,4.0,0
ACC103059,Banking,Starter,449.0,5,10,7,40,9,39.7,2,0,6.0,7.0,0
ACC103060,Asset Mgmt,Growth,3233.0,22,14,12,34,9,35.2,2,0,4.7,5.0,0
ACC103061,Asset Mgmt,Growth,2993.0,20,29,22,11,6,29.1,4,1,9.7,7.0,0
ACC103062,Insurance,Starter,512.0,31,12,5,12,6,22.6,2,1,10.7,3.0,1
ACC103063,Brokerage,Enterprise,15532.0,55,88,62,22,5,21.0,1,1,10.1,5.0,0
ACC103064,Asset Mgmt,Starter,599.0,28,5,5,31,10,43.6,4,0,4.9,8.0,0
ACC103065,Corporate Treasury,Growth,1957.0,24,21,13,32,7,33.1,2,1,6.0,6.0,0
ACC103066,Corporate Treasury,Growth,2637.0,6,54,28,20,4,17.0,3,2,8.7,4.0,0
ACC103067,Banking,Starter,524.0,53,11,4,22,5,16.6,2,0,9.2,6.0,1
ACC103068,Insurance,Growth,2729.0,19,47,28,10,4,11.3,5,1,7.2,2.0,1
ACC103069,Insurance,Growth,3161.0,28,39,22,10,3,6.0,0,0,9.7,2.0,0
ACC103070,Insurance,Starter,498.0,6,6,2,15,4,15.5,4,1,7.4,4.0,0
ACC103071,Banking,Enterprise,8957.0,18,91,75,31,7,29.7,3,1,6.1,6.0,0
